"age","body_type","diet","drinks","drugs","education","height","income","last_online","offspring","orientation","pets","religion","sign","smokes","status","male","where_town","religion_modifer","sign_modifer","asian","black","hispanic_latin","indian","middle_eastern","native_american","pacific_islander","white","essay_link","essay_length","tech","technology","math","computer","geek","science","fixing","climbing","matrix","electronic","internet","skiing","solving","nerdy","board","brain","shawshank","figuring","firefly","company","build","hobbies","golf","card","occasionally","guide","lists","section","recent","awesome","law","lol","justice","im","studying","animals","political","artist","spiritual","student","tattoos","health","education1","romance","dont","adult","teaching","haha","ipod","native","baseball","major","lover","school","psychology","loves","loyal","nyc","singing","kids"
21,"average","mostly_anything","socially","sometimes","working_on_ph_d_program",75,"missing",73,"has_a_kid_and_wants_more","straight","likes_dogs_and_likes_cats","christianity","pisces","sometimes","single",1,"moraga","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,6.0591231955818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"average","anything","socially","drugs_missing","working_on_college_university",71,"missing",48,"kids_missing","straight","likes_dogs_and_likes_cats","atheism","aquarius","smokes_missing","single",1,"berkeley","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.67042852219069,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,"athletic","diet_missing","socially","never","graduated_from_college_university",71,"missing",33,"kids_missing","straight","pets_missing","religion_missing","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.71659477352098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,"skinny","mostly_anything","socially","drugs_missing","graduated_from_college_university",67,"missing",204,"kids_missing","straight","pets_missing","religion_missing","libra","no","single",0,"berkeley","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.68085467879022,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,"curvy","mostly_vegetarian","drinks_missing","drugs_missing","working_on_ph_d_program",65,"missing",1,"kids_missing","straight","pets_missing","other","capricorn","smokes_missing","single",0,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.63094658089046,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"athletic","mostly_anything","socially","never","working_on_two_year_college",72,"inc40000",13,"doesnt_have_kids","straight","likes_dogs_and_dislikes_cats","catholicism","libra","trying_to_quit","single",1,"pacifica","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.39387829010776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
38,"fit","diet_missing","socially","never","graduated_from_college_university",65,"missing",2,"doesnt_have_kids","straight","likes_dogs","religion_missing","cancer","no","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,8.17695386822578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"athletic","diet_missing","socially","drugs_missing","working_on_college_university",71,"inc20000",306,"kids_missing","straight","likes_dogs_and_dislikes_cats","christianity","sagittarius","sometimes","single",1,"san_francisco","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,1,8.74161592422883,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
29,"athletic","diet_missing","often","drugs_missing","graduated_from_masters_program",76,"missing",1,"kids_missing","straight","pets_missing","atheism","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.58528107863913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"skinny","diet_missing","socially","sometimes","graduated_from_college_university",70,"inc80000",104,"doesnt_want_kids","straight","likes_dogs_and_likes_cats","agnosticism","gemini","no","available",1,"san_francisco","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.38087903556412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"athletic","anything","socially","drugs_missing","graduated_from_high_school",67,"missing",1,"has_kids_and_might_want_more","straight","likes_dogs_and_likes_cats","christianity","virgo","no","single",1,"san_pablo","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.65728279297819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
33,"thin","anything","socially","never","graduated_from_masters_program",69,"inc100000",2,"doesnt_have_kids","straight","pets_missing","religion_missing","leo","smokes_missing","single",0,"alameda","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.7945865808765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,"average","diet_missing","socially","sometimes","graduated_from_college_university",71,"missing",3,"doesnt_have_kids_but_might_want_them","straight","likes_dogs","agnosticism","aquarius","yes","single",1,"san_francisco","and_laughing_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.21689858091361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45,"a_little_extra","mostly_vegan","not_at_all","never","graduated_from_college_university",71,"missing",12,"kids_missing","gay","likes_dogs_and_likes_cats","religion_missing","aries","no","single",1,"oakland","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.81843027207066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,"fit","diet_missing","socially","never","graduated_from_college_university",69,"missing",317,"kids_missing","straight","likes_dogs_and_likes_cats","agnosticism","scorpio","no","single",1,"daly_city","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.32052696227274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"average","anything","rarely","never","graduated_from_college_university",62,"missing",14,"has_kids","straight","has_dogs","judaism","gemini","no","single",0,"daly_city","and_laughing_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,7.32974968904151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
25,"skinny","mostly_anything","rarely","never","ed_missing",66,"missing",12,"kids_missing","gay","pets_missing","other","aries","no","single",1,"san_mateo","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.23323750070527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
41,"a_little_extra","mostly_anything","socially","never","graduated_from_college_university",64,"missing",2,"has_kids_and_might_want_more","straight","likes_dogs","christianity","scorpio","no","single",0,"san_francisco","and_very_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,8.29379960884682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,"fit","mostly_anything","socially","never","graduated_from_masters_program",70,"inc80000",2,"kids_missing","straight","pets_missing","atheism","cancer","no","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.01301578963963,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"average","mostly_other","rarely","never","graduated_from_college_university",68,"missing",14,"has_kids","straight","pets_missing","other","pisces","no","single",0,"berkeley","and_somewhat_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,6.89568269774787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"fit","mostly_anything","socially","never","graduated_from_masters_program",66,"missing",108,"doesnt_have_kids","straight","pets_missing","christianity","sign_missing","no","single",1,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.49526555593701,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"average","mostly_other","socially","never","graduated_from_college_university",70,"missing",29,"doesnt_have_kids_but_might_want_them","straight","likes_dogs","catholicism","cancer","no","single",1,"burlingame","but_not_too_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,7.55433482372575,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"average","mostly_anything","often","sometimes","working_on_ph_d_program",68,"missing",1,"doesnt_have_kids","bisexual","likes_dogs_and_likes_cats","atheism","aries","no","married",0,"redwood_city","and_very_serious_about_it","but_it_doesnt_matter",0,0,0,0,0,0,0,0,1,8.25088114470065,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,"athletic","mostly_anything","socially","never","graduated_from_college_university",72,"missing",115,"kids_missing","straight","pets_missing","christianity","sign_missing","no","single",1,"san_francisco","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.21460809842219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"curvy","mostly_anything","rarely","never","law_school",64,"missing",1,"has_kids","straight","pets_missing","catholicism","sign_missing","no","single",0,"san_francisco","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.95191138185419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25,"body_type_missing","diet_missing","socially","never","graduated_from_high_school",71,"missing",5,"has_a_kid","straight","pets_missing","religion_missing","capricorn","no","single",1,"vallejo","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,7.60738142563979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,"athletic","mostly_anything","socially","never","graduated_from_college_university",68,"missing",1,"kids_missing","straight","pets_missing","agnosticism","sign_missing","no","single",0,"san_francisco","but_not_too_serious_about_it","sign_mod_missing",0,0,0,0,0,0,0,0,0,6.69456205852109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,"average","mostly_anything","socially","often","graduated_from_college_university",65,"missing",1,"kids_missing","straight","pets_missing","religion_missing","cancer","when_drinking","single",0,"san_francisco","religion_mod_missing","sign_mod_missing",0,0,0,0,0,0,0,0,0,8.03463103292311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
24,"average","mostly_anything","socially","never","working_on_college_university",76,"missing",25,"kids_missing","straight","likes_dogs_and_has_cats","agnosticism","leo","when_drinking","single",1,"redwood_city","but_not_too_serious_about_it","and_its_fun_to_think_about",0,0,0,0,0,0,0,0,0,8.20248244657654,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
28,"athletic","mostly_anything","socially","drugs_missing","working_on_masters_program",70,"missing",4,"doesnt_have_kids","straight","likes_dogs_and_dislikes_cats","religion_missing","sagittarius","no","single",1,"san_francisco","religion_mod_missing","but_it_doesnt_matter",0,0,0,0,0,0,0,0,0,7.42177579364465,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
