"season","holiday","workingday","weather","temp","atemp","humidity","windspeed","hour","day","wday","month","year","hour.cut.reg","hour.cut.cas","temp.reg","temp.cas","humidity.reg","humidity.cas","day_type","weekend","mean.reg.weekend.hour","mean.cas.weekend.hour","registered","casual","count"
"spring","no","yes","a",10.66,12.12,30,19.0012,14,3,"lun",1,2011,"c","d","a","a","c","d","working day","no",4.82978821459333,3.52533913616463,66,11,77
"spring","no","yes","a",10.66,12.12,30,16.9979,15,3,"lun",1,2011,"c","d","a","a","c","d","working day","no",4.93064926118852,3.53861176656202,58,14,72
"spring","no","yes","a",10.66,12.12,30,16.9979,16,3,"lun",1,2011,"c","d","a","a","c","d","working day","no",5.37932753237752,3.59042411365982,67,9,76
"spring","no","yes","a",9.84,11.365,30,15.0013,17,3,"lun",1,2011,"g","d","a","a","c","d","working day","no",6.03058893425314,3.73805476951659,146,11,157
"spring","no","yes","a",9.84,12.88,32,7.0015,18,3,"lun",1,2011,"g","d","a","a","c","d","working day","no",5.96281517345352,3.54810620740797,148,9,157
"spring","no","yes","a",8.2,12.88,47,10.8644169544174,19,3,"lun",1,2011,"f","d","a","a","b","c","working day","no",5.60092644747965,3.29493258283488,102,8,110
"spring","no","yes","a",8.2,11.365,47,7.0015,20,3,"lun",1,2011,"f","c","a","a","b","c","working day","no",5.24887208626807,3.00605912632073,49,3,52
"spring","no","yes","a",7.38,9.85,64,8.9981,21,3,"lun",1,2011,"b","c","a","a","b","b","working day","no",4.94637458342168,2.81291103890597,49,3,52
"spring","no","yes","a",5.74,7.575,69,8.9981,22,3,"lun",1,2011,"b","c","a","a","a","b","working day","no",4.64899096577587,2.60872193346054,20,0,20
"spring","no","yes","a",7.38,10.605,55,7.0015,23,3,"lun",1,2011,"b","c","a","a","b","c","working day","no",4.16608044732326,2.25671640065033,11,1,12
"spring","no","yes","a",6.56,9.09,55,7.0015,0,4,"mar",1,2011,"a","a","a","a","b","c","working day","no",3.24368402671511,1.73071483706548,5,0,5
"spring","no","yes","a",6.56,9.09,59,7.0015,1,4,"mar",1,2011,"a","a","a","a","b","b","working day","no",2.43844549324037,1.16261876258558,2,0,2
"spring","no","yes","a",5.74,7.575,63,8.9981,2,4,"mar",1,2011,"a","a","a","a","b","b","working day","no",1.84016627950171,0.84148657751391,1,0,1
"spring","no","yes","a",5.74,9.09,63,6.0032,4,4,"mar",1,2011,"a","a","a","a","b","b","working day","no",1.59382125666333,0.414755945829387,2,0,2
"spring","no","yes","a",4.92,7.575,68,7.0015,5,4,"mar",1,2011,"a","a","a","a","a","b","working day","no",2.99860424833716,0.640204399963474,4,0,4
"spring","no","yes","a",4.92,7.575,74,7.0015,6,4,"mar",1,2011,"a","a","a","a","a","b","working day","no",4.41969810691493,1.39923767451232,36,0,36
"spring","no","yes","a",4.92,7.575,74,8.9981,7,4,"mar",1,2011,"d","a","a","a","a","b","working day","no",5.44272001646284,2.27990719462834,92,2,94
"spring","no","yes","a",5.74,7.575,69,11.0014,8,4,"mar",1,2011,"e","b","a","a","a","b","working day","no",5.99083958313721,2.93306003819195,177,2,179
"spring","no","yes","a",6.56,7.575,64,15.0013,9,4,"mar",1,2011,"c","b","a","a","b","b","working day","no",5.29970216927496,2.97956429774292,98,2,100
"spring","no","yes","b",6.56,6.82,69,22.0028,10,4,"mar",1,2011,"c","d","a","a","a","b","working day","no",4.57535940363526,3.13598383725972,37,5,42
"spring","no","yes","a",9.02,10.605,51,19.9995,11,4,"mar",1,2011,"c","d","a","a","b","c","working day","no",4.70589104291752,3.33890140330495,50,7,57
"spring","no","yes","a",9.02,11.365,51,11.0014,12,4,"mar",1,2011,"c","d","a","a","b","c","working day","no",4.9764439946114,3.43075198854466,66,12,78
"spring","no","yes","a",9.84,11.365,56,12.998,13,4,"mar",1,2011,"c","d","a","a","b","b","working day","no",4.95959927590778,3.4829244477865,79,18,97
"spring","no","yes","a",10.66,12.88,52,15.0013,14,4,"mar",1,2011,"c","d","a","a","b","c","working day","no",4.82978821459333,3.52533913616463,54,9,63
"spring","no","yes","a",11.48,13.635,52,16.9979,15,4,"mar",1,2011,"c","d","a","a","b","c","working day","no",4.93064926118852,3.53861176656202,48,17,65
"spring","no","yes","a",12.3,14.395,49,16.9979,16,4,"mar",1,2011,"c","d","a","a","b","c","working day","no",5.37932753237752,3.59042411365982,68,15,83
"spring","no","yes","a",11.48,13.635,48,15.0013,17,4,"mar",1,2011,"g","d","a","a","b","c","working day","no",6.03058893425314,3.73805476951659,202,10,212
"spring","no","yes","a",10.66,12.88,48,12.998,18,4,"mar",1,2011,"g","d","a","a","b","c","working day","no",5.96281517345352,3.54810620740797,179,3,182
"spring","no","yes","a",9.84,12.88,48,7.0015,19,4,"mar",1,2011,"f","d","a","a","b","c","working day","no",5.60092644747965,3.29493258283488,110,2,112
"spring","no","yes","a",9.84,12.88,48,7.0015,20,4,"mar",1,2011,"f","c","a","a","b","c","working day","no",5.24887208626807,3.00605912632073,53,1,54
"spring","no","yes","a",9.02,13.635,64,9.06638909231706,21,4,"mar",1,2011,"b","c","a","a","b","b","working day","no",4.94637458342168,2.81291103890597,48,0,48
"spring","no","yes","a",9.02,12.88,64,6.0032,22,4,"mar",1,2011,"b","c","a","a","b","b","working day","no",4.64899096577587,2.60872193346054,34,1,35
"spring","no","yes","a",8.2,11.365,69,6.0032,23,4,"mar",1,2011,"b","c","a","a","a","b","working day","no",4.16608044732326,2.25671640065033,9,2,11
"spring","no","yes","a",8.2,12.88,64,8.17358815284028,0,5,"mer",1,2011,"a","a","a","a","b","b","working day","no",3.24368402671511,1.73071483706548,6,0,6
"spring","no","yes","a",6.56,9.85,74,6.0032,1,5,"mer",1,2011,"a","a","a","a","a","b","working day","no",2.43844549324037,1.16261876258558,6,0,6
"spring","no","yes","a",6.56,9.85,74,6.0032,2,5,"mer",1,2011,"a","a","a","a","a","b","working day","no",1.84016627950171,0.84148657751391,2,0,2
"spring","no","yes","a",9.84,11.365,48,15.0013,4,5,"mer",1,2011,"a","a","a","a","b","c","working day","no",1.59382125666333,0.414755945829387,2,0,2
"spring","no","yes","a",9.02,11.365,47,11.0014,5,5,"mer",1,2011,"a","a","a","a","b","c","working day","no",2.99860424833716,0.640204399963474,3,0,3
"spring","no","yes","a",8.2,9.85,47,15.0013,6,5,"mer",1,2011,"a","a","a","a","b","c","working day","no",4.41969810691493,1.39923767451232,33,0,33
"spring","no","yes","a",7.38,9.09,43,12.998,7,5,"mer",1,2011,"d","a","a","a","c","c","working day","no",5.44272001646284,2.27990719462834,87,1,88
"spring","no","yes","a",8.2,9.09,40,19.9995,8,5,"mer",1,2011,"e","b","a","a","c","c","working day","no",5.99083958313721,2.93306003819195,192,3,195
"spring","no","yes","a",9.02,9.85,37,22.0028,9,5,"mer",1,2011,"c","b","a","a","c","d","working day","no",5.29970216927496,2.97956429774292,109,6,115
"spring","no","yes","a",9.02,9.85,37,22.0028,10,5,"mer",1,2011,"c","d","a","a","c","d","working day","no",4.57535940363526,3.13598383725972,53,4,57
"spring","no","yes","a",10.66,11.365,33,22.0028,11,5,"mer",1,2011,"c","d","a","a","c","d","working day","no",4.70589104291752,3.33890140330495,34,12,46
"spring","no","yes","a",10.66,11.365,33,22.0028,12,5,"mer",1,2011,"c","d","a","a","c","d","working day","no",4.9764439946114,3.43075198854466,74,5,79
"spring","no","yes","a",11.48,12.88,30,19.9995,13,5,"mer",1,2011,"c","d","a","a","c","d","working day","no",4.95959927590778,3.4829244477865,65,6,71
"spring","no","yes","a",12.3,14.395,28,12.998,14,5,"mer",1,2011,"c","d","a","a","c","d","working day","no",4.82978821459333,3.52533913616463,52,10,62
"spring","no","yes","a",12.3,14.395,28,12.998,15,5,"mer",1,2011,"c","d","a","a","c","d","working day","no",4.93064926118852,3.53861176656202,55,7,62
"spring","no","yes","a",12.3,15.91,28,6.0032,16,5,"mer",1,2011,"c","d","a","a","c","d","working day","no",5.37932753237752,3.59042411365982,85,4,89
"spring","no","yes","a",9.84,11.365,38,12.998,17,5,"mer",1,2011,"g","d","a","a","c","d","working day","no",6.03058893425314,3.73805476951659,186,4,190
"spring","no","yes","a",9.84,12.12,38,8.9981,18,5,"mer",1,2011,"g","d","a","a","c","d","working day","no",5.96281517345352,3.54810620740797,166,3,169
"spring","no","yes","a",9.84,12.88,38,7.0015,19,5,"mer",1,2011,"f","d","a","a","c","d","working day","no",5.60092644747965,3.29493258283488,127,5,132
"spring","no","yes","a",9.02,11.365,47,11.0014,20,5,"mer",1,2011,"f","c","a","a","b","c","working day","no",5.24887208626807,3.00605912632073,82,7,89
"spring","no","yes","a",8.2,9.85,51,12.998,21,5,"mer",1,2011,"b","c","a","a","b","c","working day","no",4.94637458342168,2.81291103890597,40,3,43
"spring","no","yes","a",7.38,9.85,55,8.9981,22,5,"mer",1,2011,"b","c","a","a","b","c","working day","no",4.64899096577587,2.60872193346054,41,1,42
"spring","no","yes","a",8.2,12.88,47,10.8644169544174,23,5,"mer",1,2011,"b","c","a","a","b","c","working day","no",4.16608044732326,2.25671640065033,18,1,19
"spring","no","yes","a",7.38,12.12,55,8.8308355906619,0,6,"gio",1,2011,"a","a","a","a","b","c","working day","no",3.24368402671511,1.73071483706548,11,0,11
"spring","no","yes","a",6.56,11.365,64,8.35197828928964,1,6,"gio",1,2011,"a","a","a","a","b","b","working day","no",2.43844549324037,1.16261876258558,4,0,4
"spring","no","yes","a",6.56,11.365,64,8.35197828928964,2,6,"gio",1,2011,"a","a","a","a","b","b","working day","no",1.84016627950171,0.84148657751391,2,0,2
"spring","no","yes","b",6.56,9.85,64,6.0032,4,6,"gio",1,2011,"a","a","a","a","b","b","working day","no",1.59382125666333,0.414755945829387,1,0,1
"spring","no","yes","b",5.74,9.09,69,6.0032,5,6,"gio",1,2011,"a","a","a","a","a","b","working day","no",2.99860424833716,0.640204399963474,4,0,4
"spring","no","yes","b",5.74,8.335,63,7.0015,6,6,"gio",1,2011,"a","a","a","a","b","b","working day","no",4.41969810691493,1.39923767451232,36,0,36
"spring","no","yes","b",6.56,11.365,59,8.21992459330822,7,6,"gio",1,2011,"d","a","a","a","b","b","working day","no",5.44272001646284,2.27990719462834,95,0,95
"spring","no","yes","a",6.56,11.365,59,8.52432406564181,8,6,"gio",1,2011,"e","b","a","a","b","b","working day","no",5.99083958313721,2.93306003819195,216,3,219
"spring","no","yes","b",7.38,12.12,51,9.08287836128718,9,6,"gio",1,2011,"c","b","a","a","b","c","working day","no",5.29970216927496,2.97956429774292,116,6,122
"spring","no","yes","a",8.2,12.88,47,10.8644169544174,10,6,"gio",1,2011,"c","d","a","a","b","c","working day","no",4.57535940363526,3.13598383725972,42,3,45
"spring","no","yes","a",9.02,12.88,44,6.0032,11,6,"gio",1,2011,"c","d","a","a","b","c","working day","no",4.70589104291752,3.33890140330495,57,2,59
"spring","no","yes","a",10.66,14.395,35,13.9411584517306,12,6,"gio",1,2011,"c","d","a","a","c","d","working day","no",4.9764439946114,3.43075198854466,78,6,84
"spring","no","yes","a",10.66,13.635,35,7.0015,13,6,"gio",1,2011,"c","d","a","a","c","d","working day","no",4.95959927590778,3.4829244477865,55,12,67
"spring","no","yes","a",11.48,13.635,36,11.0014,14,6,"gio",1,2011,"c","d","a","a","c","d","working day","no",4.82978821459333,3.52533913616463,59,11,70
"spring","no","yes","a",11.48,13.635,36,16.3096837551883,15,6,"gio",1,2011,"c","d","a","a","c","d","working day","no",4.93064926118852,3.53861176656202,54,8,62
"spring","no","yes","a",10.66,12.88,38,11.0014,16,6,"gio",1,2011,"c","d","a","a","c","d","working day","no",5.37932753237752,3.59042411365982,74,12,86
"spring","no","yes","a",9.02,11.365,51,11.0014,17,6,"gio",1,2011,"g","d","a","a","b","c","working day","no",6.03058893425314,3.73805476951659,163,9,172
"spring","no","yes","a",9.02,11.365,51,8.9981,18,6,"gio",1,2011,"g","d","a","a","b","c","working day","no",5.96281517345352,3.54810620740797,158,5,163
"spring","no","yes","a",9.02,12.88,55,6.0032,19,6,"gio",1,2011,"f","d","a","a","b","c","working day","no",5.60092644747965,3.29493258283488,109,3,112
"spring","no","yes","a",8.2,10.605,51,11.0014,20,6,"gio",1,2011,"f","c","a","a","b","c","working day","no",5.24887208626807,3.00605912632073,66,3,69
"spring","no","yes","b",9.02,10.605,55,15.0013,21,6,"gio",1,2011,"b","c","a","a","b","c","working day","no",4.94637458342168,2.81291103890597,48,0,48
"spring","no","yes","b",9.02,10.605,51,19.0012,22,6,"gio",1,2011,"b","c","a","a","b","c","working day","no",4.64899096577587,2.60872193346054,51,1,52
"spring","no","yes","b",8.2,9.85,59,12.998,23,6,"gio",1,2011,"b","c","a","a","b","b","working day","no",4.16608044732326,2.25671640065033,19,4,23
"spring","no","yes","b",8.2,9.85,64,12.998,0,7,"ven",1,2011,"a","a","a","a","b","b","working day","no",3.24368402671511,1.73071483706548,13,4,17
"spring","no","yes","b",8.2,9.85,69,15.0013,1,7,"ven",1,2011,"a","a","a","a","a","b","working day","no",2.43844549324037,1.16261876258558,5,2,7
"spring","no","yes","b",8.2,9.85,69,15.0013,2,7,"ven",1,2011,"a","a","a","a","a","b","working day","no",1.84016627950171,0.84148657751391,1,0,1
"spring","no","yes","b",8.2,10.605,69,8.9981,4,7,"ven",1,2011,"a","a","a","a","a","b","working day","no",1.59382125666333,0.414755945829387,1,0,1
"spring","no","yes","c",9.02,13.635,55,12.3315707923201,5,7,"ven",1,2011,"a","a","a","a","b","c","working day","no",2.99860424833716,0.640204399963474,5,0,5
"spring","no","yes","b",8.2,12.88,69,8.76350260333457,6,7,"ven",1,2011,"a","a","a","a","a","b","working day","no",4.41969810691493,1.39923767451232,26,8,34
"spring","no","yes","a",8.2,10.605,69,8.9981,7,7,"ven",1,2011,"d","a","a","a","a","b","working day","no",5.44272001646284,2.27990719462834,76,8,84
"spring","no","yes","a",8.2,9.85,51,16.9979,8,7,"ven",1,2011,"e","b","a","a","b","c","working day","no",5.99083958313721,2.93306003819195,190,20,210
"spring","no","yes","a",8.2,9.09,47,19.9995,9,7,"ven",1,2011,"c","b","a","a","b","c","working day","no",5.29970216927496,2.97956429774292,125,9,134
"spring","no","yes","a",9.02,9.85,37,22.0028,10,7,"ven",1,2011,"c","d","a","a","c","d","working day","no",4.57535940363526,3.13598383725972,47,16,63
"spring","no","yes","b",8.2,9.85,40,15.0013,11,7,"ven",1,2011,"c","d","a","a","c","c","working day","no",4.70589104291752,3.33890140330495,48,19,67
"spring","no","yes","b",8.2,9.85,37,16.9979,12,7,"ven",1,2011,"c","d","a","a","c","d","working day","no",4.9764439946114,3.43075198854466,50,9,59
"spring","no","yes","b",8.2,9.09,37,19.0012,13,7,"ven",1,2011,"c","d","a","a","c","d","working day","no",4.95959927590778,3.4829244477865,64,9,73
"spring","no","yes","b",8.2,9.85,40,16.9979,14,7,"ven",1,2011,"c","d","a","a","c","c","working day","no",4.82978821459333,3.52533913616463,43,7,50
"spring","no","yes","b",8.2,10.605,37,11.0014,15,7,"ven",1,2011,"c","d","a","a","c","d","working day","no",4.93064926118852,3.53861176656202,63,9,72
"spring","no","yes","b",8.2,10.605,37,11.0014,16,7,"ven",1,2011,"c","d","a","a","c","d","working day","no",5.37932753237752,3.59042411365982,82,5,87
"spring","no","yes","b",8.2,12.88,37,10.3015063749799,17,7,"ven",1,2011,"g","d","a","a","c","d","working day","no",6.03058893425314,3.73805476951659,178,9,187
"spring","no","yes","a",8.2,11.365,40,6.0032,18,7,"ven",1,2011,"g","d","a","a","c","c","working day","no",5.96281517345352,3.54810620740797,116,7,123
"spring","no","yes","a",6.56,9.85,55,6.0032,19,7,"ven",1,2011,"f","d","a","a","b","c","working day","no",5.60092644747965,3.29493258283488,92,3,95
"spring","no","yes","a",7.38,10.605,47,7.0015,20,7,"ven",1,2011,"f","c","a","a","b","c","working day","no",5.24887208626807,3.00605912632073,50,1,51
"spring","no","yes","a",7.38,9.85,47,8.9981,21,7,"ven",1,2011,"b","c","a","a","b","c","working day","no",4.94637458342168,2.81291103890597,39,0,39
"spring","no","yes","b",7.38,9.85,43,11.0014,22,7,"ven",1,2011,"b","c","a","a","c","c","working day","no",4.64899096577587,2.60872193346054,34,2,36
"spring","no","yes","b",7.38,9.85,51,11.0014,23,7,"ven",1,2011,"b","c","a","a","b","c","working day","no",4.16608044732326,2.25671640065033,14,1,15
"spring","no","no","b",7.38,9.85,51,11.0014,0,8,"sab",1,2011,"a","a","a","a","b","c","weekend","yes",4.27120674822962,2.58630249526568,24,1,25
"spring","no","no","b",7.38,10.605,55,6.0032,1,8,"sab",1,2011,"a","a","a","a","b","c","weekend","yes",4.02493289736933,2.38941563683797,15,1,16
"spring","no","no","b",7.38,12.12,55,8.83448209478898,2,8,"sab",1,2011,"a","a","a","a","b","c","weekend","yes",3.73707340236085,2.22232808554837,13,3,16
"spring","no","no","c",7.38,9.85,55,11.0014,3,8,"sab",1,2011,"a","a","a","a","b","c","weekend","yes",2.92619360984788,1.77450519912476,7,0,7
"spring","no","no","c",7.38,9.85,55,11.0014,4,8,"sab",1,2011,"a","a","a","a","b","c","weekend","yes",1.84803879553313,0.965545445598087,1,0,1
"spring","no","no","b",6.56,8.335,74,11.0014,5,8,"sab",1,2011,"a","a","a","a","a","b","weekend","yes",1.91600531081171,0.783716363939509,5,0,5
"spring","no","no","b",6.56,8.335,74,11.0014,6,8,"sab",1,2011,"a","a","a","a","a","b","weekend","yes",2.44259562500674,1.24350530187104,2,0,2
"spring","no","no","b",6.56,9.09,74,7.0015,7,8,"sab",1,2011,"d","a","a","a","a","b","weekend","yes",3.30957935112704,1.88085692983932,8,1,9
"spring","no","no","c",6.56,9.09,93,7.0015,8,8,"sab",1,2011,"e","b","a","a","a","a","weekend","yes",4.22230334623832,2.63974916072435,15,0,15
"spring","no","no","c",6.56,9.09,93,7.0015,9,8,"sab",1,2011,"c","b","a","a","a","a","weekend","yes",4.70278808582136,3.46450257061083,20,0,20
"spring","no","no","b",7.38,9.85,80,11.0014,10,8,"sab",1,2011,"c","d","a","a","a","a","weekend","yes",5.11393686886646,4.05991777540256,56,5,61
